Season,Gender,Style Name,Unique ID,Target Volume,Target FOB $,Target Retail Price $,Style Update,Vertical,Color Update,Factory,UPPER Cost,Other Cost,BOTTOM Cost ,LABOR Cost,OVERHEAD Cost,Tooling Cost,Actual FOB $
SS23,Men,Cloudinfinity WP,MXX20800106,270000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.45,14.25,6.77,5.46,4.29,0.00,45.23
SS23,Men,Cloudinfinity WP,MXX20800106,275000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.21,5.23,6.93,5.33,4.31,0.00,36.00
SS23,Men,Cloudinfinity WP,MXX20800140,270000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.45,14.25,6.77,5.46,4.29,0.00,45.23
SS23,Men,Cloudinfinity WP,MXX20800140,275000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.21,5.23,6.93,5.33,4.31,0.00,36.00
SS23,Men,Cloudinfinity WP,MXX20800970,270000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.45,14.25,6.77,5.46,4.29,0.00,45.23
SS23,Men,Cloudinfinity WP,MXX20800970,275000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.21,5.23,6.93,5.33,4.31,0.00,36.00
SS23,Men,Cloudinfinity WP,MXX20801656,270000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.45,14.25,6.77,5.46,4.29,0.00,45.23
SS23,Men,Cloudinfinity WP,MXX20802146,270000,36.465,170,CO - Carry Over,Performance All Day,NC - New Color,Factory 5,14.45,14.25,6.77,5.46,4.29,0.00,45.23
SS23,Men,Cloudinfinity WP,MXX20802146,275000,36.465,170,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 5,14.21,5.23,6.93,5.33,4.31,0.00,36.00
SS23,Men,Cloudinfinity WP,MXX20802652,275000,36.465,170,CO - Carry Over,Performance All Day,NC - New Color,Factory 5,14.21,5.23,6.93,5.33,4.31,0.00,36.00
SS23,Men,Cloudinfinity WP,MXX20802658,275000,36.465,170,CO - Carry Over,Performance All Day,NC - New Color,Factory 5,14.21,5.23,6.93,5.33,4.31,0.00,36.00
SS23,Men,Cloudthunder,MXX20821452,65000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.89,4.84,8.73,5.79,4.72,0.04,32.00
SS23,Men,Cloudthunder,MXX20821452,40000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.89,4.84,8.73,5.79,4.72,0.04,32.00
SS23,Men,Cloudthunder,MXX20821730,40000,31.2,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,7.89,4.84,8.73,5.79,4.72,0.04,32.00
SS23,Men,Cloudexquisit,MXX20840496,250000,29.9,160,TN - Totally New,Performance Running,NC - New Color,Factory 1,10.39,4.83,7.94,5.52,4.19,0.07,32.94
SS23,Men,Cloudexquisit,MXX20840970,175000,29.9,150,TN - Totally New,Performance Running,NC - New Color,Factory 1,11.00,4.94,7.93,5.25,4.29,0.07,33.47
SS23,Men,Cloudexquisit,MXX20840970,250000,29.9,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 1,10.39,4.83,7.94,5.52,4.19,0.07,32.94
SS23,Men,Cloudexquisit,MXX20841328,175000,29.9,150,TN - Totally New,Performance Running,NC - New Color,Factory 1,11.00,4.94,7.93,5.25,4.29,0.07,33.47
SS23,Men,Cloudexquisit,MXX20841328,250000,29.9,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 1,10.39,4.83,7.94,5.52,4.19,0.07,32.94
SS23,Men,Cloudexquisit,MXX20842142,175000,29.9,150,TN - Totally New,Performance Running,NC - New Color,Factory 1,11.00,4.94,7.93,5.25,4.29,0.07,33.47
SS23,Men,Cloudexquisit,MXX20842408,175000,29.9,150,TN - Totally New,Performance Running,NC - New Color,Factory 1,11.00,4.94,7.93,5.25,4.29,0.07,33.47
SS23,Men,Cloudexquisit,MXX20842408,250000,29.9,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 1,10.39,4.83,7.94,5.52,4.19,0.07,32.94
SS23,Men,Cloudexquisit,MXX20843018,250000,29.9,160,TN - Totally New,Performance Running,NC - New Color,Factory 1,10.39,4.83,7.94,5.52,4.19,0.07,32.94
SS23,Men,Cloud Fly,MXX20860212,275000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,10.57,7.38,7.79,5.37,4.38,0.05,35.53
SS23,Men,Cloud Fly,MXX20860212,225000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,9.67,4.61,7.99,5.55,4.25,0.05,32.12
SS23,Men,Cloud Fly,MXX20861554,275000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,10.57,7.38,7.79,5.37,4.38,0.05,35.53
SS23,Men,Cloud Fly,MXX20861554,225000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,9.67,4.61,7.99,5.55,4.25,0.05,32.12
SS23,Men,Cloud Fly,MXX20861588,275000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,10.57,7.38,7.79,5.37,4.38,0.05,35.53
SS23,Men,Cloud Fly,MXX20861590,275000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,10.57,7.38,7.79,5.37,4.38,0.05,35.53
SS23,Men,Cloud Fly,MXX20861844,275000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,10.57,7.38,7.79,5.37,4.38,0.05,35.53
SS23,Men,Cloud Fly,MXX20861844,225000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,9.67,4.61,7.99,5.55,4.25,0.05,32.12
SS23,Men,Cloud Fly,MXX20861870,275000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,10.57,7.38,7.79,5.37,4.38,0.05,35.53
SS23,Men,Cloud Fly,MXX20862300,275000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,10.57,7.38,7.79,5.37,4.38,0.05,35.53
SS23,Men,Cloud Fly,MXX20862456,225000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,9.67,4.61,7.99,5.55,4.25,0.05,32.12
SS23,Men,Cloud Fly,MXX20862458,225000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,9.67,4.61,7.99,5.55,4.25,0.05,32.12
SS23,Men,Cloud Fly,MXX20862458,225000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,9.67,4.61,7.99,5.55,4.25,0.05,32.12
SS23,Men,Cloudwalkabout,MXX20901106,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20901106,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.10,3.79,7.24,4.29,3.38,0.00,28.79
SS23,Men,Cloudwalkabout,MXX20901106,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.41,4.34,7.38,5.54,4.58,0.00,32.25
SS23,Men,Cloudwalkabout,MXX20901106,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.44,3.72,8.01,3.71,3.45,0.00,29.32
SS23,Men,Cloudwalkabout,MXX20901106,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20901106,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.17,3.30,7.29,5.62,4.60,0.04,31.02
SS23,Men,Cloudwalkabout,MXX20901582,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20901582,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.10,3.79,7.24,4.29,3.38,0.00,28.79
SS23,Men,Cloudwalkabout,MXX20901582,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.41,4.34,7.38,5.54,4.58,0.00,32.25
SS23,Men,Cloudwalkabout,MXX20901582,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.44,3.72,8.01,3.71,3.45,0.00,29.32
SS23,Men,Cloudwalkabout,MXX20901582,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20901582,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.17,3.30,7.29,5.62,4.60,0.04,31.02
SS23,Men,Cloudwalkabout,MXX20901584,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20901584,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.10,3.79,7.24,4.29,3.38,0.00,28.79
SS23,Men,Cloudwalkabout,MXX20901584,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.41,4.34,7.38,5.54,4.58,0.00,32.25
SS23,Men,Cloudwalkabout,MXX20901586,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20901586,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.10,3.79,7.24,4.29,3.38,0.00,28.79
SS23,Men,Cloudwalkabout,MXX20901586,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.41,4.34,7.38,5.54,4.58,0.00,32.25
SS23,Men,Cloudwalkabout,MXX20901698,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20901698,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.10,3.79,7.24,4.29,3.38,0.00,28.79
SS23,Men,Cloudwalkabout,MXX20901698,450000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.41,4.34,7.38,5.54,4.58,0.00,32.25
SS23,Men,Cloudwalkabout,MXX20902308,450000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20902308,450000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 3,10.10,3.79,7.24,4.29,3.38,0.00,28.79
SS23,Men,Cloudwalkabout,MXX20902308,450000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 4,10.41,4.34,7.38,5.54,4.58,0.00,32.25
SS23,Men,Cloudwalkabout,MXX20902308,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 3,10.44,3.72,8.01,3.71,3.45,0.00,29.32
SS23,Men,Cloudwalkabout,MXX20902308,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20902308,475000,29.9,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 4,10.17,3.30,7.29,5.62,4.60,0.04,31.02
SS23,Men,Cloudwalkabout,MXX20902362,450000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20902362,450000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 3,10.10,3.79,7.24,4.29,3.38,0.00,28.79
SS23,Men,Cloudwalkabout,MXX20902362,450000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 4,10.41,4.34,7.38,5.54,4.58,0.00,32.25
SS23,Men,Cloudwalkabout,MXX20902946,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 3,10.44,3.72,8.01,3.71,3.45,0.00,29.32
SS23,Men,Cloudwalkabout,MXX20902946,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20902946,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 4,10.17,3.30,7.29,5.62,4.60,0.04,31.02
SS23,Men,Cloudwalkabout,MXX20902948,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 3,10.44,3.72,8.01,3.71,3.45,0.00,29.32
SS23,Men,Cloudwalkabout,MXX20902948,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20902948,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 4,10.17,3.30,7.29,5.62,4.60,0.04,31.02
SS23,Men,Cloudwalkabout,MXX20902972,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 3,10.44,3.72,8.01,3.71,3.45,0.00,29.32
SS23,Men,Cloudwalkabout,MXX20902972,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 5,10.10,3.80,7.24,4.29,3.38,0.00,28.80
SS23,Men,Cloudwalkabout,MXX20902972,475000,29.9,150,CO - Carry Over,Performance Running,NC - New Color,Factory 4,10.17,3.30,7.29,5.62,4.60,0.04,31.02
SS23,Men,Cloudtechno,MXX20960234,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,9.58,8.77,5.79,4.72,0.04,36.77
SS23,Men,Cloudtechno,MXX20960234,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,4.84,8.77,5.79,4.72,0.04,32.03
SS23,Men,Cloudtechno,MXX20961452,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,9.58,8.77,5.79,4.72,0.04,36.77
SS23,Men,Cloudtechno,MXX20961452,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,4.84,8.77,5.79,4.72,0.04,32.03
SS23,Men,Cloudtechno,MXX20961454,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,9.58,8.77,5.79,4.72,0.04,36.77
SS23,Men,Cloudtechno,MXX20961456,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,9.58,8.77,5.79,4.72,0.04,36.77
SS23,Men,Cloudtechno,MXX20961610,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,9.58,8.77,5.79,4.72,0.04,36.77
SS23,Men,Cloudtechno,MXX20961730,325000,31.2,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,7.88,9.58,8.77,5.79,4.72,0.04,36.77
SS23,Men,Cloudtechno,MXX20961730,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,4.84,8.77,5.79,4.72,0.04,32.03
SS23,Men,Cloudtechno,MXX20962304,325000,31.2,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,7.88,9.58,8.77,5.79,4.72,0.04,36.77
SS23,Men,Cloudtechno,MXX20962304,325000,31.2,150,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.88,4.84,8.77,5.79,4.72,0.04,32.03
SS23,Men,Cloudtechno,MXX20962962,325000,31.2,150,CO - Carry Over,Performance Running,NC - New Color,Factory 1,7.88,4.84,8.77,5.79,4.72,0.04,32.03
SS23,Men,Cloudarmy Wide,MXX21000598,25000,33.8,170,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.62,5.25,13.00,6.63,4.94,0.04,37.48
SS23,Men,Cloudarmy Wide,MXX21000598,35000,33.8,170,CO - Carry Over,Performance Running,CO - Carry Over,Factory 1,7.24,5.25,13.06,6.90,4.88,0.04,37.36
SS23,Men,Cloudatmos,MXX21040512,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 3,8.97,4.20,7.03,4.10,3.40,0.00,27.69
SS23,Men,Cloudatmos,MXX21040512,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,8.09,3.76,6.89,5.71,4.36,0.05,28.87
SS23,Men,Cloudatmos,MXX21041396,13000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 3,8.97,4.20,7.03,4.10,3.40,0.00,27.69
SS23,Men,Cloudatmos,MXX21041396,13000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,8.09,3.76,6.89,5.71,4.36,0.05,28.87
SS23,Men,Cloudatmos,MXX21041576,110000,32.175,150,,Performance All Day,CO - Carry Over,Factory 3,8.88,7.31,6.76,4.29,3.38,0.00,30.62
SS23,Men,Cloudatmos,MXX21041576,110000,32.175,150,,Performance All Day,CO - Carry Over,Factory 1,8.96,6.16,6.82,5.72,4.67,0.05,32.38
SS23,Men,Cloudatmos,MXX21041576,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 3,8.97,4.20,7.03,4.10,3.40,0.00,27.69
SS23,Men,Cloudatmos,MXX21041576,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,8.09,3.76,6.89,5.71,4.36,0.05,28.87
SS23,Men,Cloudatmos,MXX21041928,13000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 3,8.97,4.20,7.03,4.10,3.40,0.00,27.69
SS23,Men,Cloudatmos,MXX21041928,13000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,8.09,3.76,6.89,5.71,4.36,0.05,28.87
SS23,Men,Cloudatmos,MXX21042110,110000,32.175,150,,Performance All Day,NC - New Color,Factory 3,8.88,7.31,6.76,4.29,3.38,0.00,30.62
SS23,Men,Cloudatmos,MXX21042110,110000,32.175,150,,Performance All Day,NC - New Color,Factory 1,8.96,6.16,6.82,5.72,4.67,0.05,32.38
SS23,Men,Cloudatmos,MXX21042110,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 3,8.97,4.20,7.03,4.10,3.40,0.00,27.69
SS23,Men,Cloudatmos,MXX21042110,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,8.09,3.76,6.89,5.71,4.36,0.05,28.87
SS23,Men,Cloudatmos,MXX21042112,110000,32.175,150,,Performance All Day,NC - New Color,Factory 3,8.88,7.31,6.76,4.29,3.38,0.00,30.62
SS23,Men,Cloudatmos,MXX21042112,110000,32.175,150,,Performance All Day,NC - New Color,Factory 1,8.96,6.16,6.82,5.72,4.67,0.05,32.38
SS23,Men,Cloudatmos,MXX21042114,110000,32.175,150,,Performance All Day,NC - New Color,Factory 3,8.88,7.31,6.76,4.29,3.38,0.00,30.62
SS23,Men,Cloudatmos,MXX21042114,110000,32.175,150,,Performance All Day,NC - New Color,Factory 1,8.96,6.16,6.82,5.72,4.67,0.05,32.38
SS23,Men,Cloudatmos,MXX21042114,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 3,8.97,4.20,7.03,4.10,3.40,0.00,27.69
SS23,Men,Cloudatmos,MXX21042114,13000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,8.09,3.76,6.89,5.71,4.36,0.05,28.87
SS23,Men,Cloudatmos,MXX21043092,13000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 3,8.97,4.20,7.03,4.10,3.40,0.00,27.69
SS23,Men,Cloudatmos,MXX21043092,13000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,8.09,3.76,6.89,5.71,4.36,0.05,28.87
SS23,Men,Cloudlove,MXX21060090,15000,32.175,150,NU - New Upper,Performance All Day,NC - New Color,Factory 1,7.53,4.40,6.61,5.80,4.73,0.08,29.15
SS23,Men,Cloudlove,MXX21060090,56000,32.175,150,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 1,7.89,4.52,7.00,5.85,4.24,0.04,29.54
SS23,Men,Cloudlove,MXX21061090,56000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,7.89,4.52,7.00,5.85,4.24,0.04,29.54
SS23,Men,Cloudlove,MXX21061732,15000,32.175,150,NU - New Upper,Performance All Day,NC - New Color,Factory 1,7.53,4.40,6.61,5.80,4.73,0.08,29.15
SS23,Men,Cloudlove,MXX21062154,56000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,7.89,4.52,7.00,5.85,4.24,0.04,29.54
SS23,Men,Cloudlove,MXX21063486,56000,32.175,150,CO - Carry Over,Performance All Day,NC - New Color,Factory 1,7.89,4.52,7.00,5.85,4.24,0.04,29.54
SS23,Men,Cloudlite,MXX21120090,350000,35.1,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 1,12.61,5.05,10.40,5.86,4.26,0.04,38.22
SS23,Men,Cloudlite,MXX21120090,350000,35.1,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SS23,Men,Cloudlite,MXX21120970,350000,35.1,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 1,12.61,5.05,10.40,5.86,4.26,0.04,38.22
SS23,Men,Cloudlite,MXX21120970,350000,35.1,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SS23,Men,Cloudlite,MXX21121582,350000,35.1,160,TN - Totally New,Performance Running,NC - New Color,Factory 1,12.61,5.05,10.40,5.86,4.26,0.04,38.22
SS23,Men,Cloudlite,MXX21121582,350000,35.1,160,TN - Totally New,Performance Running,NC - New Color,Factory 5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SS23,Men,Cloudlite,MXX21122028,350000,35.1,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 1,12.61,5.05,10.40,5.86,4.26,0.04,38.22
SS23,Men,Cloudlite,MXX21122028,350000,35.1,160,TN - Totally New,Performance Running,CO - Carry Over,Factory 5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SS23,Men,Cloudlite,MXX21122440,350000,35.1,160,TN - Totally New,Performance Running,NC - New Color,Factory 1,12.61,5.05,10.40,5.86,4.26,0.04,38.22
SS23,Men,Cloudlite,MXX21122440,350000,35.1,160,TN - Totally New,Performance Running,NC - New Color,Factory 5,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SS23,Men,Cloudtank,MXX21280216,110000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21280216,100000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21280296,110000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21280296,100000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21280620,110000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21280644,100000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21280970,100000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21281058,100000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21281246,110000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21281246,100000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21281506,100000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21281680,110000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21281682,110000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21282036,110000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21282036,100000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Cloudtank,MXX21282158,110000,30.03,140,CO - Carry Over,Performance All Day,NC - New Color,Factory 4,8.91,5.81,8.85,3.99,4.58,0.00,32.13
SS23,Men,Cloudtank,MXX21282158,100000,30.03,140,CO - Carry Over,Performance All Day,CO - Carry Over,Factory 4,9.32,4.23,9.44,4.13,4.61,0.09,31.82
SS23,Men,Superclouds,MXX21481554,9900,35.1,150,TN - Totally New,Performance Outdoor,NC - New Color,Factory 3,13.59,4.51,11.35,3.64,3.64,0.30,37.03
SS23,Men,Superclouds,MXX21481554,7500,35.1,160,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 3,13.59,4.51,11.35,3.64,3.64,0.30,37.03
SS23,Men,Superclouds,MXX21481554,7500,35.1,160,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,14.12,4.80,11.80,3.77,3.73,0.00,38.22
SS23,Men,Superclouds,MXX21581728,6600,35.1,150,TN - Totally New,Performance Outdoor,NC - New Color,Factory 5,13.68,4.56,10.44,4.55,3.64,0.30,37.17
SS23,Men,Superclouds,MXX21581728,7500,35.1,160,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 3,14.12,4.80,11.80,3.77,3.73,0.00,38.22
SS23,Men,Superclouds,MXX21581728,7500,35.1,160,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,13.68,4.56,10.44,4.55,3.64,0.30,37.17
SS23,Men,Cloud Maxi,MXX21662396,5500,68.9,330,TN - Totally New,Performance Outdoor,NC - New Color,Factory 5,27.73,7.87,17.38,7.54,4.94,0.43,65.89
SS23,Men,Cloud Maxi,MXX21662396,7500,68.9,330,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,28.33,8.02,18.72,6.59,5.00,0.43,67.10
SS23,Men,Cloud Trail,MXX21741106,32500,0,210,TN - Totally New,Performance Outdoor,NC - New Color,Factory 5,17.00,5.76,13.90,6.50,4.55,0.00,47.70
SS23,Men,Cloud Trail,MXX21741106,30000,45.5,210,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,17.00,5.76,13.90,6.50,4.55,0.00,47.70
SS23,Men,Cloud Trail,MXX21742198,32500,0,210,TN - Totally New,Performance Outdoor,NC - New Color,Factory 5,17.00,5.76,13.90,6.50,4.55,0.00,47.70
SS23,Men,Cloud Minimal WP,MXX21960212,75000,54.6,220,CO - Carry Over,Performance Outdoor,CO - Carry Over,Factory 5,25.87,19.82,11.99,7.15,4.68,0.00,69.51
